cliente_id,data_cadastro,plano,tempo_como_cliente_meses,numero_produtos,tickets_abertos_ultimo_mes,tickets_resolvidos,nps_score,uso_medio_mensal_horas,atraso_pagamento_dias,desconto_recebido,canal_aquisicao,regiao,churn
CLI01553,2022-10-17,Pro,39,2,0,0,58,38.08,2,1,Google Ads,Norte,0
CLI01554,2021-05-09,Pro,56,3,0,0,75,30.44,1,1,Google Ads,Nordeste,0
CLI01555,2025-05-17,Starter,7,2,3,2,49,1.98,4,0,Google Ads,Sul,1
CLI01556,2024-04-06,Pro,21,1,1,0,35,25.46,5,0,Inbound,Sudeste,0
CLI01557,2023-04-30,Pro,32,1,5,1,39,18.13,5,0,Google Ads,Sudeste,1
CLI01558,2025-11-12,Enterprise,1,3,6,3,42,16.9,13,0,Inbound,Norte,1
CLI01559,2025-02-17,Pro,10,5,2,2,83,26.67,1,0,Inbound,Nordeste,0
CLI01560,2022-01-21,Pro,48,2,1,1,64,29.59,5,1,Indicação,Norte,0
CLI01561,2024-05-08,Starter,20,3,0,0,96,32.94,1,0,Indicação,Sudeste,0
CLI01562,2024-07-13,Enterprise,17,2,4,1,0,3.99,18,1,LinkedIn,Sudeste,1
CLI01563,2024-11-04,Starter,14,2,3,0,36,12.62,9,0,Inbound,Centro-Oeste,1
CLI01564,2022-11-01,Starter,38,2,2,2,63,53.1,2,0,Inbound,Sudeste,0
CLI01565,2023-05-22,Starter,31,2,2,2,56,17.02,2,1,LinkedIn,Sudeste,0
CLI01566,2023-12-13,Starter,24,3,4,3,67,21.07,0,1,Google Ads,Sudeste,0
CLI01567,2024-04-09,Starter,21,3,0,0,58,34.45,1,0,Inbound,Nordeste,0
CLI01568,2020-01-14,Starter,72,4,1,1,82,36.46,4,0,Evento,Sudeste,0
CLI01569,2023-04-08,Pro,33,2,1,1,90,12.56,4,0,Inbound,Nordeste,0
CLI01570,2023-04-13,Starter,33,1,1,1,80,28.48,4,0,Inbound,Sudeste,0
CLI01571,2025-07-05,Starter,5,1,3,1,11,0.5,22,1,Google Ads,Nordeste,1
CLI01572,2022-11-12,Starter,38,4,0,0,98,13.13,2,1,LinkedIn,Sudeste,0
CLI01573,2023-05-24,Pro,31,2,1,1,93,18.16,0,0,Indicação,Sudeste,0
CLI01574,2025-02-16,Enterprise,10,3,1,1,69,37.12,8,0,Inbound,Centro-Oeste,0
CLI01575,2025-01-09,Starter,11,2,2,1,60,13.14,15,0,Google Ads,Sudeste,1
CLI01576,2024-08-11,Enterprise,16,4,2,1,79,21.19,1,0,LinkedIn,Sudeste,0
CLI01577,2023-01-28,Enterprise,35,2,1,1,57,26.71,6,0,Indicação,Nordeste,0
CLI01578,2022-06-06,Enterprise,43,3,1,1,50,33.32,4,0,Indicação,Sul,0
CLI01579,2024-05-29,Starter,19,1,6,1,31,10.46,18,0,Google Ads,Centro-Oeste,1
CLI01580,2023-04-09,Starter,33,1,4,4,66,36.42,1,0,Inbound,Nordeste,0
CLI01581,2023-08-11,Pro,29,3,0,0,81,36.76,1,1,Google Ads,Nordeste,0
CLI01582,2021-02-07,Enterprise,59,4,0,0,62,51.17,0,0,Inbound,Centro-Oeste,0
CLI01583,2024-01-19,Pro,23,4,1,1,71,41.87,3,1,Evento,Norte,0
CLI01584,2024-10-09,Enterprise,14,1,2,0,22,11.96,6,0,Inbound,Sudeste,1
CLI01585,2025-09-17,Enterprise,3,3,2,1,79,33.18,0,0,Google Ads,Sudeste,0
CLI01586,2022-04-30,Pro,44,2,3,2,100,25.14,3,0,Inbound,Nordeste,0
CLI01587,2021-07-31,Pro,53,3,2,2,78,25.11,6,0,Indicação,Norte,0
CLI01588,2025-01-21,Enterprise,11,2,4,2,40,15.41,23,0,LinkedIn,Nordeste,1
CLI01589,2023-10-31,Starter,26,3,4,2,69,52.66,1,1,LinkedIn,Nordeste,0
CLI01590,2023-11-15,Starter,25,5,2,2,67,47.84,1,0,Google Ads,Norte,0
CLI01591,2022-05-01,Pro,44,1,1,1,64,32.97,2,0,LinkedIn,Norte,0
CLI01592,2024-02-27,Starter,22,2,2,2,89,31.9,1,0,Indicação,Nordeste,0
CLI01593,2024-07-02,Starter,18,2,5,2,37,10.78,11,1,LinkedIn,Sul,1
CLI01594,2024-04-15,Pro,20,3,12,6,32,10.55,9,0,LinkedIn,Centro-Oeste,1
CLI01595,2023-12-03,Starter,25,2,3,3,87,11.86,1,0,Indicação,Nordeste,0
CLI01596,2021-07-18,Starter,54,2,1,1,64,41.39,1,0,LinkedIn,Sudeste,0
CLI01597,2025-08-09,Enterprise,4,3,0,0,77,30.92,2,0,Indicação,Sudeste,0
CLI01598,2025-06-26,Starter,6,1,0,0,92,28.81,4,1,Inbound,Sul,0
CLI01599,2023-02-23,Pro,34,1,0,0,46,29.83,1,0,Google Ads,Norte,0
CLI01600,2024-12-05,Pro,13,1,8,2,38,7.39,8,0,Inbound,Nordeste,1
CLI01601,2023-11-27,Starter,25,3,3,2,26,5.78,14,0,LinkedIn,Nordeste,1
CLI01602,2024-11-27,Pro,13,1,0,0,67,33.77,1,0,Indicação,Nordeste,0
CLI01603,2024-07-13,Starter,17,1,4,2,32,15.86,29,1,Inbound,Nordeste,1
CLI01604,2023-01-09,Pro,36,1,1,1,58,32.79,2,0,Evento,Sudeste,0
CLI01605,2023-05-11,Starter,32,4,1,1,71,46.32,2,1,Indicação,Sudeste,0
CLI01606,2023-09-09,Pro,28,1,2,1,87,18.64,1,0,Indicação,Sudeste,0
CLI01607,2024-11-19,Enterprise,13,4,1,1,61,23.88,5,0,Evento,Sul,0
CLI01608,2021-11-22,Pro,50,5,2,2,73,39.85,0,0,Inbound,Sudeste,0
CLI01609,2024-10-19,Starter,14,1,7,3,23,3.09,10,0,Google Ads,Sudeste,1
CLI01610,2023-03-29,Pro,33,2,2,2,60,34.13,2,0,Evento,Centro-Oeste,0
CLI01611,2024-03-12,Pro,21,5,2,1,77,44.02,6,0,Indicação,Sudeste,0
CLI01612,2025-03-11,Starter,9,2,2,1,24,16.66,9,0,LinkedIn,Sul,1
CLI01613,2021-07-12,Pro,54,4,0,0,86,11.34,1,0,Inbound,Sudeste,0
CLI01614,2022-03-11,Pro,46,5,0,0,71,21.87,3,1,Indicação,Sudeste,0
CLI01615,2024-11-28,Pro,13,3,0,0,73,35.75,4,0,Evento,Sudeste,0
CLI01616,2025-01-26,Pro,11,2,4,1,25,6.0,2,1,Indicação,Nordeste,1
CLI01617,2024-01-23,Starter,23,4,2,2,68,59.89,0,0,Indicação,Nordeste,0
CLI01618,2022-08-11,Enterprise,41,5,1,1,73,40.31,3,0,Indicação,Sul,0
CLI01619,2024-05-12,Enterprise,19,1,3,2,83,25.84,1,0,Indicação,Sudeste,0
CLI01620,2022-12-11,Pro,37,3,3,3,67,28.79,1,0,LinkedIn,Sul,0
CLI01621,2022-09-12,Pro,40,4,2,2,66,62.01,2,1,Inbound,Sul,0
CLI01622,2024-04-02,Pro,21,3,1,0,94,32.44,0,0,Inbound,Nordeste,0
CLI01623,2024-01-28,Pro,23,3,2,2,51,31.71,5,0,Inbound,Sudeste,0
CLI01624,2024-06-02,Pro,19,4,6,2,25,6.55,13,0,Google Ads,Nordeste,1
CLI01625,2025-07-04,Pro,6,3,4,3,45,6.74,5,0,Google Ads,Centro-Oeste,1
CLI01626,2023-10-27,Pro,26,4,1,1,77,18.42,3,0,Inbound,Centro-Oeste,0
CLI01627,2022-01-19,Enterprise,48,4,0,0,82,25.65,0,0,Inbound,Sudeste,0
CLI01628,2023-12-03,Starter,25,1,6,3,28,13.02,25,0,LinkedIn,Nordeste,1
CLI01629,2022-09-22,Enterprise,39,1,1,1,62,24.93,3,0,Google Ads,Norte,0
CLI01630,2023-05-13,Pro,32,3,1,1,76,40.27,1,0,Inbound,Nordeste,0
CLI01631,2022-06-02,Pro,43,5,2,2,86,38.72,1,0,Inbound,Sudeste,0
CLI01632,2023-04-07,Enterprise,33,5,1,1,69,17.91,2,0,Inbound,Centro-Oeste,0
CLI01633,2022-04-04,Pro,45,4,2,2,78,29.82,3,0,LinkedIn,Sul,0
CLI01634,2025-09-26,Starter,3,1,0,0,47,20.28,2,1,Evento,Norte,0
CLI01635,2022-05-31,Enterprise,43,2,3,3,56,48.2,1,1,Indicação,Sudeste,0
CLI01636,2022-04-29,Starter,44,3,0,0,37,27.29,5,0,Google Ads,Norte,0
CLI01637,2024-02-16,Pro,22,2,1,1,94,36.25,0,1,Google Ads,Norte,0
CLI01638,2024-05-31,Pro,19,2,1,1,69,27.72,3,0,LinkedIn,Sudeste,0
CLI01639,2022-03-14,Pro,46,1,2,1,98,39.83,3,0,Google Ads,Sudeste,0
CLI01640,2025-02-24,Starter,10,1,5,1,57,3.45,7,0,Google Ads,Nordeste,1
CLI01641,2024-02-12,Pro,22,1,2,2,43,18.71,3,1,Google Ads,Sudeste,1
CLI01642,2023-03-22,Starter,33,3,2,2,82,35.29,0,0,LinkedIn,Nordeste,0
CLI01643,2024-05-26,Starter,19,1,1,0,51,13.19,15,0,Inbound,Centro-Oeste,1
CLI01644,2022-08-14,Starter,41,4,0,0,74,30.92,5,0,Google Ads,Nordeste,0
CLI01645,2023-11-23,Starter,25,1,5,1,35,2.06,14,0,Indicação,Sudeste,1
CLI01646,2021-03-21,Enterprise,58,3,1,0,71,41.21,7,0,Inbound,Sudeste,0
CLI01647,2023-12-07,Pro,25,2,0,0,74,12.09,6,0,Evento,Sudeste,0
CLI01648,2024-06-19,Starter,18,2,6,3,59,11.74,1,0,Inbound,Sudeste,1
CLI01649,2024-12-08,Starter,12,1,7,3,19,13.42,16,1,Evento,Sudeste,1
CLI01650,2024-10-14,Starter,14,1,5,2,19,5.33,16,0,Inbound,Nordeste,1
CLI01651,2024-01-13,Starter,23,1,4,2,30,2.36,12,0,Google Ads,Sudeste,1
CLI01652,2021-07-22,Pro,54,4,2,2,50,40.01,1,0,Google Ads,Centro-Oeste,0
CLI01653,2021-08-10,Pro,53,1,2,2,89,45.57,6,0,Google Ads,Sudeste,0
CLI01654,2021-09-28,Starter,51,3,2,2,51,28.08,2,1,Indicação,Nordeste,0
CLI01655,2023-04-13,Pro,33,2,0,0,59,29.8,4,1,LinkedIn,Sudeste,0
CLI01656,2022-09-27,Starter,39,1,2,2,60,19.09,3,0,Inbound,Nordeste,0
CLI01657,2022-12-13,Enterprise,37,3,3,2,73,33.78,1,1,Inbound,Centro-Oeste,0
CLI01658,2024-03-26,Starter,21,3,6,2,19,12.94,25,0,Indicação,Nordeste,1
CLI01659,2023-08-05,Pro,29,3,2,2,76,21.99,0,0,Indicação,Nordeste,0
CLI01660,2022-05-21,Starter,44,3,6,4,65,32.13,1,0,Inbound,Sudeste,0
CLI01661,2024-04-03,Pro,21,4,1,1,87,23.51,3,0,Inbound,Sudeste,0
CLI01662,2023-10-18,Pro,26,3,0,0,100,10.96,2,0,Inbound,Sudeste,0
CLI01663,2023-07-17,Pro,29,3,4,4,82,34.63,4,0,LinkedIn,Nordeste,0
CLI01664,2021-02-09,Pro,59,5,3,2,67,27.31,1,0,Indicação,Centro-Oeste,0
CLI01665,2025-02-26,Starter,10,1,5,3,5,17.51,20,0,Google Ads,Sudeste,1
CLI01666,2024-09-22,Pro,15,1,4,2,49,6.08,10,0,Evento,Sudeste,1
CLI01667,2023-12-09,Starter,25,5,3,3,77,28.15,1,0,Inbound,Sul,0
CLI01668,2025-11-06,Pro,1,2,2,1,96,15.2,1,0,Inbound,Sudeste,0
CLI01669,2023-01-21,Pro,35,3,1,1,66,8.42,1,1,Inbound,Norte,0
CLI01670,2021-11-16,Enterprise,50,4,2,2,79,43.02,5,0,Evento,Sudeste,0
CLI01671,2021-03-05,Pro,58,3,3,1,70,11.1,3,1,LinkedIn,Sul,0
CLI01672,2024-03-06,Starter,22,1,1,0,61,4.93,15,0,Inbound,Nordeste,1
CLI01673,2021-01-02,Pro,60,1,2,2,72,28.71,1,0,Inbound,Sudeste,0
CLI01674,2021-01-25,Pro,60,5,4,4,71,14.83,1,0,Google Ads,Sudeste,0
CLI01675,2023-11-17,Starter,25,1,4,1,76,37.57,7,1,Inbound,Nordeste,0
CLI01676,2022-08-06,Starter,41,2,2,2,65,17.38,3,0,Indicação,Sul,0
CLI01677,2025-11-28,Pro,1,1,6,4,28,9.26,27,0,Indicação,Centro-Oeste,1
CLI01678,2022-12-26,Pro,36,2,1,1,93,37.39,0,0,Indicação,Nordeste,0
CLI01679,2024-11-28,Pro,13,1,7,6,54,12.78,20,0,Evento,Nordeste,1
CLI01680,2025-08-11,Pro,4,1,3,2,57,12.57,28,0,Evento,Sul,1
CLI01681,2022-02-05,Enterprise,47,4,1,1,74,33.28,2,1,Evento,Nordeste,0
CLI01682,2023-01-01,Pro,36,2,1,1,88,31.88,1,0,Indicação,Centro-Oeste,0
CLI01683,2024-02-20,Enterprise,22,3,1,1,65,42.52,2,0,Indicação,Sudeste,0
CLI01684,2024-07-09,Pro,18,1,7,4,46,17.5,8,0,Google Ads,Nordeste,1
CLI01685,2025-06-24,Starter,6,1,2,1,35,11.53,23,0,Google Ads,Nordeste,1
CLI01686,2024-05-04,Starter,20,3,2,2,51,42.55,3,0,Google Ads,Norte,0
CLI01687,2024-09-27,Enterprise,15,1,6,0,38,10.9,14,1,Google Ads,Norte,1
CLI01688,2024-10-28,Pro,14,4,1,1,68,8.45,3,0,Indicação,Sudeste,0
CLI01689,2022-11-06,Starter,38,4,1,1,68,25.88,4,0,Indicação,Nordeste,0
CLI01690,2022-01-11,Starter,48,2,0,0,93,24.11,0,1,Inbound,Nordeste,0
CLI01691,2022-06-24,Starter,42,3,2,1,100,18.29,1,0,Inbound,Sudeste,0
CLI01692,2023-04-21,Pro,32,3,1,1,57,33.49,1,0,LinkedIn,Sudeste,0
CLI01693,2023-09-06,Enterprise,28,2,0,0,75,24.0,3,0,Google Ads,Sudeste,0
CLI01694,2023-01-25,Starter,35,2,0,0,81,44.09,11,1,Inbound,Sudeste,0
CLI01695,2024-08-18,Enterprise,16,2,2,2,87,20.75,6,0,Inbound,Sudeste,0
CLI01696,2021-04-30,Enterprise,56,1,4,4,87,42.21,1,0,Indicação,Sudeste,0
CLI01697,2025-06-04,Pro,7,3,2,2,88,21.25,2,1,Indicação,Nordeste,0
CLI01698,2023-10-31,Starter,26,3,7,2,34,5.29,4,0,LinkedIn,Sudeste,1
CLI01699,2021-12-14,Pro,49,2,1,1,69,37.19,1,1,Indicação,Sudeste,0
CLI01700,2023-04-27,Pro,32,2,2,1,68,6.65,3,0,Inbound,Sudeste,0
CLI01701,2025-06-13,Starter,6,1,5,3,54,4.57,2,0,Google Ads,Nordeste,1
CLI01702,2023-01-15,Pro,36,4,3,3,99,34.78,0,0,Google Ads,Sul,0
CLI01703,2024-10-08,Pro,14,3,2,2,98,30.6,4,0,Indicação,Sudeste,0
CLI01704,2022-07-13,Pro,42,2,0,0,69,28.82,1,0,Inbound,Nordeste,0
CLI01705,2024-11-25,Pro,13,2,7,2,20,7.95,45,1,Google Ads,Sul,1
CLI01706,2024-07-29,Starter,17,3,1,1,51,40.73,0,0,Google Ads,Norte,0
CLI01707,2025-06-14,Pro,6,1,2,2,57,31.74,3,0,LinkedIn,Sul,0
CLI01708,2022-01-17,Pro,48,2,0,0,90,19.77,8,0,Indicação,Sudeste,0
CLI01709,2024-08-01,Pro,17,1,1,0,73,43.34,1,1,Google Ads,Nordeste,0
CLI01710,2023-10-21,Starter,26,1,3,1,90,54.52,2,0,Indicação,Sudeste,0
CLI01711,2024-03-17,Starter,21,1,3,0,13,8.34,21,0,Google Ads,Sudeste,1
CLI01712,2024-11-15,Pro,13,4,0,0,76,58.91,3,0,Google Ads,Sudeste,0
CLI01713,2023-11-29,Pro,25,1,3,3,64,19.57,4,0,Indicação,Sudeste,0
CLI01714,2024-02-13,Enterprise,22,2,2,2,79,23.79,3,0,Google Ads,Sudeste,0
CLI01715,2024-01-16,Pro,23,4,1,1,72,40.15,1,0,Indicação,Centro-Oeste,0
CLI01716,2023-10-22,Pro,26,2,0,0,69,27.63,6,0,Indicação,Norte,0
CLI01717,2024-05-25,Pro,19,3,0,0,51,39.3,3,1,Google Ads,Norte,0
CLI01718,2022-11-08,Pro,38,4,2,1,87,30.84,5,0,Indicação,Sudeste,0
CLI01719,2020-01-15,Starter,72,2,0,0,80,41.93,4,0,LinkedIn,Nordeste,0
CLI01720,2025-05-23,Starter,7,1,5,1,30,9.18,11,1,Evento,Nordeste,1
CLI01721,2024-07-02,Starter,18,2,4,2,16,14.36,17,0,Google Ads,Nordeste,1
CLI01722,2022-07-04,Starter,42,1,3,3,76,20.33,1,0,Indicação,Norte,0
CLI01723,2024-12-12,Pro,12,2,9,4,59,1.9,33,0,Inbound,Sul,1
CLI01724,2024-03-07,Enterprise,22,4,2,2,59,18.28,2,0,Inbound,Sul,0
CLI01725,2024-05-11,Starter,19,4,1,0,91,40.67,0,1,Indicação,Sudeste,0
CLI01726,2024-05-13,Pro,19,2,3,2,57,29.69,4,0,Inbound,Sul,0
CLI01727,2025-02-03,Starter,11,1,5,4,71,5.46,20,1,Inbound,Nordeste,1
CLI01728,2024-09-28,Pro,15,4,1,0,75,26.81,2,0,Google Ads,Norte,0
CLI01729,2024-12-03,Starter,13,4,1,1,77,29.65,0,0,Indicação,Nordeste,0
CLI01730,2024-04-29,Pro,20,2,1,1,88,12.45,1,1,Inbound,Centro-Oeste,0
CLI01731,2022-05-05,Enterprise,44,3,2,1,95,26.81,7,0,Google Ads,Nordeste,0
CLI01732,2025-11-11,Pro,1,5,1,1,38,23.14,1,0,Indicação,Nordeste,0
CLI01733,2023-05-08,Starter,32,1,2,2,75,26.22,2,0,Google Ads,Sudeste,0
CLI01734,2023-03-04,Starter,34,1,6,2,42,16.68,15,0,Inbound,Sudeste,1
CLI01735,2023-07-16,Pro,29,3,2,2,77,24.77,1,0,Inbound,Centro-Oeste,0
CLI01736,2025-11-04,Pro,1,3,2,1,58,32.94,0,0,Indicação,Centro-Oeste,0
CLI01737,2022-09-01,Starter,40,4,0,0,81,52.07,1,0,Indicação,Sudeste,0
CLI01738,2023-05-15,Starter,32,2,2,2,96,40.31,1,0,Google Ads,Sudeste,0
CLI01739,2022-05-31,Starter,43,3,0,0,62,7.41,1,0,LinkedIn,Sudeste,0
CLI01740,2023-07-27,Pro,29,2,3,3,73,15.68,1,0,LinkedIn,Sudeste,0
CLI01741,2025-02-13,Pro,10,4,6,3,64,13.25,21,1,Google Ads,Sudeste,1
CLI01742,2022-07-13,Starter,42,2,0,0,84,21.06,4,1,Indicação,Norte,0
CLI01743,2024-04-11,Starter,20,2,0,0,60,36.74,4,0,Google Ads,Centro-Oeste,0
CLI01744,2025-10-11,Starter,2,2,1,1,72,39.59,4,0,Google Ads,Sudeste,0
CLI01745,2023-09-28,Enterprise,27,3,2,2,84,45.2,1,0,Evento,Sudeste,0
CLI01746,2023-10-15,Pro,26,2,4,4,55,51.5,3,0,Inbound,Nordeste,0
CLI01747,2023-12-01,Enterprise,25,1,2,1,82,11.28,1,0,Inbound,Nordeste,0
CLI01748,2025-12-01,Pro,1,3,6,2,40,7.64,24,1,Google Ads,Sul,1
CLI01749,2021-06-25,Pro,55,2,3,2,69,42.32,2,0,Inbound,Centro-Oeste,0
CLI01750,2024-02-15,Starter,22,1,10,4,43,14.24,2,1,Inbound,Centro-Oeste,1
CLI01751,2023-04-04,Starter,33,1,0,0,55,35.34,6,0,Indicação,Sul,0
CLI01752,2023-04-03,Pro,33,4,2,2,84,19.22,1,1,Indicação,Nordeste,0
CLI01753,2022-05-28,Starter,43,2,1,1,86,28.11,1,0,Google Ads,Sul,0
CLI01754,2025-01-31,Starter,11,2,0,0,90,7.87,2,1,Google Ads,Sudeste,0
CLI01755,2023-05-05,Pro,32,2,2,2,86,34.66,1,0,Evento,Nordeste,0
CLI01756,2023-06-02,Pro,31,1,1,1,82,8.51,0,1,Google Ads,Norte,0
CLI01757,2025-10-02,Starter,3,2,7,4,47,12.22,23,0,Google Ads,Norte,1
CLI01758,2025-09-06,Enterprise,3,3,0,0,64,28.29,1,0,Inbound,Nordeste,0
CLI01759,2023-11-29,Starter,25,1,5,2,58,10.24,7,1,LinkedIn,Sudeste,1
CLI01760,2023-10-05,Starter,27,1,2,2,71,26.53,1,0,Inbound,Centro-Oeste,0
CLI01761,2022-10-04,Pro,39,3,0,0,60,37.54,4,0,LinkedIn,Sudeste,0
CLI01762,2023-07-09,Starter,30,2,1,0,87,31.9,2,1,Inbound,Centro-Oeste,0
CLI01763,2023-06-04,Pro,31,4,1,1,100,60.69,1,1,Indicação,Nordeste,0
CLI01764,2022-10-25,Starter,38,1,1,1,87,38.41,2,1,Indicação,Sudeste,0
CLI01765,2024-07-16,Enterprise,17,2,1,1,84,29.07,8,1,Evento,Sudeste,0
CLI01766,2024-09-30,Starter,15,2,0,0,57,48.06,1,1,Indicação,Sul,0
CLI01767,2022-12-26,Starter,36,3,2,1,84,41.14,1,0,LinkedIn,Sul,0
CLI01768,2024-01-20,Enterprise,23,3,2,1,61,29.58,1,0,Evento,Sudeste,0
CLI01769,2022-09-08,Starter,40,5,2,1,70,36.48,11,0,Evento,Sul,0
CLI01770,2022-08-08,Enterprise,41,1,2,2,77,15.48,2,1,Inbound,Sudeste,0
CLI01771,2024-12-21,Starter,12,3,3,2,49,7.51,4,0,Inbound,Centro-Oeste,1
CLI01772,2024-08-21,Starter,16,1,3,2,43,0.83,5,0,LinkedIn,Sul,1
CLI01773,2023-11-09,Starter,26,4,2,2,59,19.97,0,1,Google Ads,Sudeste,0
CLI01774,2021-02-19,Pro,59,4,1,1,81,37.8,4,0,Google Ads,Sudeste,0
CLI01775,2022-10-23,Pro,38,2,1,1,71,40.16,5,0,Google Ads,Nordeste,0
CLI01776,2023-07-27,Pro,29,1,1,1,87,17.96,1,0,Inbound,Nordeste,0
CLI01777,2023-09-07,Starter,28,3,2,2,88,34.65,2,0,Indicação,Norte,0
CLI01778,2023-03-10,Pro,34,2,2,2,72,16.93,1,0,LinkedIn,Nordeste,0
CLI01779,2022-09-15,Starter,40,2,2,1,62,36.91,0,0,Indicação,Sudeste,0
CLI01780,2023-10-27,Pro,26,4,2,2,90,40.66,2,0,Indicação,Norte,0
CLI01781,2023-12-13,Pro,24,3,0,0,51,36.02,2,0,Google Ads,Norte,0
CLI01782,2024-05-20,Starter,19,2,7,6,13,8.55,24,0,Google Ads,Sudeste,1
CLI01783,2024-09-12,Starter,15,4,3,1,39,19.6,12,1,Google Ads,Centro-Oeste,1
CLI01784,2022-06-21,Pro,42,3,0,0,78,25.48,1,0,LinkedIn,Nordeste,0
CLI01785,2023-08-19,Pro,28,2,4,4,71,24.53,2,0,Inbound,Nordeste,0
CLI01786,2024-11-11,Starter,13,2,5,1,51,16.33,5,0,Inbound,Norte,1
CLI01787,2024-04-26,Starter,20,3,10,1,0,11.67,16,0,LinkedIn,Norte,1
CLI01788,2025-05-29,Starter,7,1,7,3,19,16.96,15,0,LinkedIn,Sul,1
CLI01789,2022-10-16,Enterprise,39,3,0,0,76,37.41,3,0,LinkedIn,Norte,0
CLI01790,2024-02-01,Starter,23,1,2,1,78,27.56,2,1,Google Ads,Sudeste,0
CLI01791,2025-01-19,Enterprise,11,2,1,1,34,12.29,24,1,Inbound,Sudeste,1
CLI01792,2025-04-24,Starter,8,2,1,1,70,43.3,2,0,Google Ads,Nordeste,0
CLI01793,2024-05-25,Pro,19,3,8,3,15,6.41,2,1,Google Ads,Centro-Oeste,1
CLI01794,2023-09-09,Pro,28,2,1,1,59,27.69,3,0,Inbound,Sudeste,0
CLI01795,2025-01-28,Pro,11,3,2,1,70,28.64,1,0,Evento,Sudeste,0
CLI01796,2023-09-16,Enterprise,27,1,2,1,80,43.54,1,1,Inbound,Sudeste,0
CLI01797,2024-01-29,Starter,23,4,1,1,79,20.78,0,0,LinkedIn,Sudeste,0
CLI01798,2023-11-24,Enterprise,25,3,3,2,80,35.01,4,0,Indicação,Sul,0
CLI01799,2023-05-30,Starter,31,4,1,1,94,36.15,2,0,Indicação,Nordeste,0
CLI01800,2023-02-08,Starter,35,1,1,0,75,14.26,6,0,Google Ads,Sudeste,0
CLI01801,2021-11-17,Pro,50,3,3,3,69,18.03,1,0,Indicação,Nordeste,0
CLI01802,2023-04-07,Starter,33,3,1,1,43,48.8,0,0,LinkedIn,Nordeste,0
CLI01803,2022-03-02,Starter,46,5,2,0,64,35.31,1,0,LinkedIn,Sudeste,0
CLI01804,2022-10-29,Starter,38,4,1,1,85,18.01,1,0,LinkedIn,Nordeste,0
CLI01805,2025-06-02,Starter,7,1,6,3,9,10.77,15,0,Indicação,Nordeste,1
CLI01806,2023-12-14,Enterprise,24,3,0,0,83,25.7,1,1,Inbound,Sudeste,0
CLI01807,2023-03-24,Enterprise,33,2,2,2,55,27.35,1,0,LinkedIn,Norte,0
CLI01808,2023-10-17,Pro,26,2,8,3,36,7.9,4,1,Google Ads,Sudeste,1
CLI01809,2023-11-04,Starter,26,4,0,0,100,46.56,1,0,LinkedIn,Sudeste,0
CLI01810,2022-11-03,Starter,38,4,1,1,66,16.7,1,0,Indicação,Sul,0
CLI01811,2023-07-01,Pro,30,4,2,2,86,48.65,1,0,Indicação,Sudeste,0
CLI01812,2025-04-15,Starter,8,1,4,2,29,9.34,9,0,Google Ads,Sudeste,1
CLI01813,2023-12-16,Enterprise,24,3,1,1,65,6.7,3,0,Evento,Sudeste,0
CLI01814,2022-07-29,Pro,41,3,1,1,62,43.87,1,0,Inbound,Sul,0
CLI01815,2024-04-30,Pro,20,1,5,1,23,7.94,8,1,Indicação,Sudeste,1
CLI01816,2025-08-24,Pro,4,3,0,0,72,52.03,2,0,Inbound,Centro-Oeste,0
CLI01817,2022-11-09,Starter,38,1,2,2,76,21.26,1,1,LinkedIn,Sudeste,0
CLI01818,2023-07-02,Pro,30,2,1,0,56,40.47,2,1,Indicação,Centro-Oeste,0
CLI01819,2023-11-19,Pro,25,2,1,1,75,22.08,2,1,Indicação,Sul,0
CLI01820,2024-10-12,Pro,14,3,1,1,71,26.48,2,0,LinkedIn,Sudeste,0
CLI01821,2024-01-18,Enterprise,23,2,1,1,58,51.5,3,0,Inbound,Sudeste,0
CLI01822,2023-05-08,Starter,32,1,3,3,71,33.79,1,0,Indicação,Sudeste,0
CLI01823,2024-12-09,Starter,12,3,3,0,35,2.61,14,0,Google Ads,Nordeste,1
CLI01824,2021-11-22,Starter,50,2,4,3,65,21.45,4,0,Evento,Sudeste,0
CLI01825,2024-05-09,Starter,20,1,4,1,5,11.15,14,0,Indicação,Sul,1
CLI01826,2023-02-25,Pro,34,4,1,1,56,43.48,0,0,Indicação,Sul,0
CLI01827,2023-11-10,Starter,26,1,1,1,35,2.38,23,0,Inbound,Sul,1
CLI01828,2023-01-18,Pro,35,2,1,0,69,36.75,4,0,Google Ads,Sudeste,0
CLI01829,2022-11-07,Pro,38,3,1,1,65,26.07,2,0,LinkedIn,Sudeste,0
CLI01830,2025-07-28,Pro,5,3,0,0,83,36.0,1,1,Evento,Sudeste,0
CLI01831,2025-02-22,Starter,10,3,0,0,70,13.34,4,0,Indicação,Norte,0
CLI01832,2023-03-23,Pro,33,3,3,2,65,39.53,3,1,Indicação,Norte,0
CLI01833,2025-09-15,Starter,3,2,5,0,0,3.1,10,1,LinkedIn,Nordeste,1
CLI01834,2025-08-22,Starter,4,3,7,2,47,0.5,6,1,LinkedIn,Sudeste,1
CLI01835,2023-12-30,Pro,24,2,1,1,61,54.68,3,0,Inbound,Sudeste,0
CLI01836,2025-11-13,Starter,1,2,10,5,0,11.92,18,1,LinkedIn,Nordeste,1
CLI01837,2024-08-03,Pro,17,3,5,2,64,22.91,9,0,Inbound,Nordeste,1
